13.8565349336316	51.0657832255777	Dresden
8.65330818990971	49.8715173852154	Darmstadt
13.4122033308763	52.5234743092278	Berlin
10.0201629259622	53.5497036579225	Hamburg
8.64971079502703	50.1128925469803	Frankfurt
8.17074058804918	50.0605602004699	Wiesbaden
9.40785257480795	54.7588113844335	Flensburg
9.76811637090843	52.3966742683755	Hannover
11.5075932264654	48.0852591271739	München
10.3209325482742	49.1752725598968	Feuchtwangen
6.83207566002766	51.2143830876068	Düsseldorf
8.93147846193295	50.1456283195558	Hanau
12.0447794120369	54.1021219475795	Rostock
7.86327867655925	47.9890154479403	Freiburg
8.71526851651195	53.1302409554093	Bremen
7.06176762760747	50.9904944081114	Köln
11.4634968797022	48.7463210028821	Ingolstadt
10.9965911978345	49.5038465582548	Fürth
11.5382353101197	53.0295033678691	Schnackenburg
6.73507023031141	51.4597829761084	Duisburg
11.3606062657783	53.8429368361713	Wismar
12.3717511984241	51.3758698758593	Leipzig
11.0665446831496	49.4793815205307	Nürnberg
10.9538409541787	49.5881075282959	Erlangen
13.4380623560553	48.5927218787538	Passau
9.98686232370136	49.8069817629792	Würzburg
7.11682201468361	53.3613796067081	Emden
8.55490896452177	53.5667627576582	Bremerhaven
8.72825237872012	49.3919310774881	Heidelberg
9.53280643181505	51.3340926009527	Kassel
